"","uID","uLoc","rep","year","height","X","Y","year_num","gapID_num","height_mod"
"2793","5209:1494","5209:1494",1,2005,50,16.85,5.02,4,NA,25.1751648765781
"2794","5209:1494","5209:1494",1,2004,34,16.85,5.02,3,NA,9.1751648765781
"2795","5209:1494","5209:1494",0,2003,6,16.85,5.02,2,NA,-18.8248351234219
"2796","5209:1494","5209:1494",0,2002,2,16.85,5.02,1,NA,-22.8248351234219
"2797","5209:1495","5209:1495",1,2007,35.4,16.87,4.93,6,NA,10.5751648765781
"2798","5209:1495","5209:1495",0,2006,18.6,16.87,4.93,5,NA,-6.22483512342189
"2799","5209:1495","5209:1495",1,2005,50,16.87,4.93,4,NA,25.1751648765781
"2800","5209:1495","5209:1495",1,2004,29,16.87,4.93,3,NA,4.1751648765781
"2801","5209:1495","5209:1495",0,2003,19,16.87,4.93,2,NA,-5.8248351234219
"2802","5209:1495","5209:1495",0,2002,2,16.87,4.93,1,NA,-22.8248351234219
"2803","5132:406","5132:406",1,2004,39,83.06,-185.58,3,NA,14.1751648765781
"2804","5132:406","5132:406",1,2003,44,83.06,-185.58,2,NA,19.1751648765781
"2805","5132:407","5132:407",1,2004,51,84.61,-183.59,3,NA,26.1751648765781
"2806","5132:407","5132:407",1,2003,46,84.61,-183.59,2,NA,21.1751648765781
"2807","5134:408","5134:408",1,2004,27,95.48,-184.26,3,NA,2.1751648765781
"2808","5134:408","5134:408",1,2003,28,95.48,-184.26,2,NA,3.1751648765781
"2809","5134:409","5134:409",1,2004,30,92.91,-186.9,3,NA,5.1751648765781
"2810","5134:409","5134:409",1,2003,17,92.91,-186.9,2,NA,-7.8248351234219
"2811","5134:410","5134:410",1,2004,29,95.18,-185.21,3,NA,4.1751648765781
"2812","5134:410","5134:410",0,2003,12,95.18,-185.21,2,NA,-12.8248351234219
"2813","5147:411","5147:411",1,2004,38,108.09,-167.81,3,NA,13.1751648765781
"2814","5147:411","5147:411",1,2003,22,108.09,-167.81,2,NA,-2.8248351234219
"2815","5147:412","5147:412",1,2004,20,107.87,-168.38,3,NA,-4.8248351234219
"2816","5147:412","5147:412",0,2003,3,107.87,-168.38,2,NA,-21.8248351234219
"2817","5147:413","5147:413",1,2004,26,107.72,-168.72,3,NA,1.1751648765781
"2818","5147:413","5147:413",0,2003,4,107.72,-168.72,2,NA,-20.8248351234219
"2820","5148:414","5148:414",1,2003,23,107.63,-166.41,2,NA,-1.8248351234219
"2821","5149:415","5149:415",0,2004,8,107.56,-163.32,3,NA,-16.8248351234219
"2822","5149:415","5149:415",0,2003,11,107.56,-163.32,2,NA,-13.8248351234219
"2823","5149:416","5149:416",1,2004,31,108.23,-162.18,3,NA,6.1751648765781
"2824","5149:416","5149:416",0,2003,9,108.23,-162.18,2,NA,-15.8248351234219
"2825","5149:417","5149:417",0,2004,21,106.69,-160.71,3,NA,-3.8248351234219
"2826","5149:417","5149:417",0,2003,5,106.69,-160.71,2,NA,-19.8248351234219
"2827","5149:418","5149:418",0,2004,9,106.99,-161.88,3,NA,-15.8248351234219
"2828","5149:418","5149:418",0,2003,4,106.99,-161.88,2,NA,-20.8248351234219
"2829","5149:419","5149:419",0,2004,16,108.61,-162.22,3,NA,-8.8248351234219
"2830","5149:419","5149:419",0,2003,4,108.61,-162.22,2,NA,-20.8248351234219
"2831","5149:420","5149:420",0,2004,2,108.72,-162.26,3,NA,-22.8248351234219
"2832","5149:420","5149:420",0,2003,3,108.72,-162.26,2,NA,-21.8248351234219
"2833","5149:421","5149:421",0,2004,19,108.77,-162.42,3,NA,-5.8248351234219
"2834","5149:421","5149:421",0,2003,5,108.77,-162.42,2,NA,-19.8248351234219
"2836","5149:422","5149:422",0,2003,2,108.79,-162.48,2,NA,-22.8248351234219
"2837","5149:423","5149:423",0,2004,16,108.76,-162.54,3,NA,-8.8248351234219
"2838","5149:423","5149:423",0,2003,1,108.76,-162.54,2,NA,-23.8248351234219
"2839","5149:424","5149:424",0,2004,19,108.71,-162.06,3,NA,-5.8248351234219
"2840","5149:424","5149:424",0,2003,4,108.71,-162.06,2,NA,-20.8248351234219
"2841","5149:425","5149:425",0,2004,1,108.7,-162.18,3,NA,-23.8248351234219
"2842","5149:425","5149:425",0,2003,1,108.7,-162.18,2,NA,-23.8248351234219
"2843","5149:426","5149:426",0,2004,1,108.69,-162.14,3,NA,-23.8248351234219
"2844","5149:426","5149:426",0,2003,2,108.69,-162.14,2,NA,-22.8248351234219
"2846","5149:427","5149:427",0,2003,2,109.88,-162.69,2,NA,-22.8248351234219
"2847","5149:428","5149:428",0,2004,9,108.99,-162.03,3,NA,-15.8248351234219
"2848","5149:428","5149:428",0,2003,2,108.99,-162.03,2,NA,-22.8248351234219
"2849","5149:429","5149:429",0,2004,6,108.93,-162.01,3,NA,-18.8248351234219
"2850","5149:429","5149:429",0,2003,1,108.93,-162.01,2,NA,-23.8248351234219
"2851","5140:430","5140:430",0,2004,9,99.24,-179.67,3,NA,-15.8248351234219
"2852","5140:430","5140:430",1,2003,38,99.24,-179.67,2,NA,13.1751648765781
"2853","5152:431","5152:431",1,2004,22,96.19,-168.13,3,NA,-2.8248351234219
"2854","5152:431","5152:431",1,2003,21,96.19,-168.13,2,NA,-3.8248351234219
"2855","5152:432","5152:432",1,2004,35,95.86,-167.78,3,NA,10.1751648765781
"2856","5152:432","5152:432",1,2003,31,95.86,-167.78,2,NA,6.1751648765781
"2857","5152:433","5152:433",1,2004,27,93.75,-167.33,3,NA,2.1751648765781
"2858","5152:433","5152:433",1,2003,15,93.75,-167.33,2,NA,-9.8248351234219
"2859","5152:434","5152:434",1,2004,24,93.22,-167.54,3,NA,-0.824835123421895
"2860","5152:434","5152:434",1,2003,19,93.22,-167.54,2,NA,-5.8248351234219
"2861","5152:435","5152:435",1,2004,31,90.8,-167.23,3,NA,6.1751648765781
"2862","5152:435","5152:435",1,2003,18,90.8,-167.23,2,NA,-6.8248351234219
"2863","5152:436","5152:436",1,2004,33,93.81,-166.5,3,NA,8.1751648765781
"2864","5152:436","5152:436",1,2003,20,93.81,-166.5,2,NA,-4.8248351234219
"2865","5152:437","5152:437",1,2004,31,91.08,-166.52,3,NA,6.1751648765781
"2866","5152:437","5152:437",1,2003,16,91.08,-166.52,2,NA,-8.8248351234219
"2867","5152:438","5152:438",1,2004,28,90.4,-166.5,3,NA,3.1751648765781
"2868","5152:438","5152:438",1,2003,12,90.4,-166.5,2,NA,-12.8248351234219
"2869","5152:439","5152:439",1,2004,38,90.47,-165.4,3,NA,13.1751648765781
"2870","5152:439","5152:439",1,2003,16,90.47,-165.4,2,NA,-8.8248351234219
"2872","5152:440","5152:440",0,2003,3,90.21,-165.42,2,NA,-21.8248351234219
"2873","5152:441","5152:441",0,2004,17,89.73,-165.82,3,NA,-7.8248351234219
"2874","5152:441","5152:441",0,2003,5,89.73,-165.82,2,NA,-19.8248351234219
"2875","5152:442","5152:442",0,2004,15,88.19,-164.79,3,NA,-9.8248351234219
"2876","5152:442","5152:442",0,2003,3,88.19,-164.79,2,NA,-21.8248351234219
"2877","5152:443","5152:443",1,2004,22,87.91,-164.54,3,NA,-2.8248351234219
"2878","5152:443","5152:443",0,2003,2,87.91,-164.54,2,NA,-22.8248351234219
"2879","5152:444","5152:444",0,2004,12,88.48,-164.29,3,NA,-12.8248351234219
"2880","5152:444","5152:444",0,2003,2,88.48,-164.29,2,NA,-22.8248351234219
"2881","5152:445","5152:445",0,2004,3,88.97,-164.62,3,NA,-21.8248351234219
"2882","5152:445","5152:445",0,2003,1,88.97,-164.62,2,NA,-23.8248351234219
"2883","5152:446","5152:446",0,2004,8,88.99,-164.82,3,NA,-16.8248351234219
"2884","5152:446","5152:446",0,2003,2,88.99,-164.82,2,NA,-22.8248351234219
"2885","5152:447","5152:447",1,2004,27,87.69,-164.2,3,NA,2.1751648765781
"2886","5152:447","5152:447",0,2003,6,87.69,-164.2,2,NA,-18.8248351234219
"2887","5152:448","5152:448",1,2004,32,87.55,-164.13,3,NA,7.1751648765781
"2888","5152:448","5152:448",0,2003,10,87.55,-164.13,2,NA,-14.8248351234219
"2890","5152:449","5152:449",0,2003,1,87.17,-164.27,2,NA,-23.8248351234219
"2891","5152:450","5152:450",1,2004,29,87.22,-163.65,3,NA,4.1751648765781
"2892","5152:450","5152:450",0,2003,14,87.22,-163.65,2,NA,-10.8248351234219
"2893","5152:451","5152:451",1,2004,19,88.18,-163.63,3,NA,-5.8248351234219
"2894","5152:451","5152:451",0,2003,2,88.18,-163.63,2,NA,-22.8248351234219
"2896","5152:452","5152:452",1,2003,17,86.3,-162.27,2,NA,-7.8248351234219
"2897","5152:453","5152:453",0,2004,13,86.51,-162.9,3,NA,-11.8248351234219
"2898","5152:453","5152:453",0,2003,3,86.51,-162.9,2,NA,-21.8248351234219
"2899","5152:454","5152:454",0,2004,4,86.47,-162.89,3,NA,-20.8248351234219
"2900","5152:454","5152:454",0,2003,2,86.47,-162.89,2,NA,-22.8248351234219
"2901","5152:455","5152:455",0,2004,5,86.41,-162.72,3,NA,-19.8248351234219
"2902","5152:455","5152:455",0,2003,2,86.41,-162.72,2,NA,-22.8248351234219
"2903","5152:456","5152:456",0,2004,15,85.63,-163.47,3,NA,-9.8248351234219
"2904","5152:456","5152:456",0,2003,3,85.63,-163.47,2,NA,-21.8248351234219
"2905","5152:457","5152:457",0,2004,4,86.27,-163.19,3,NA,-20.8248351234219
"2906","5152:457","5152:457",0,2003,2,86.27,-163.19,2,NA,-22.8248351234219
"2908","5152:458","5152:458",0,2003,3,85.61,-164.11,2,NA,-21.8248351234219
"2909","5152:459","5152:459",0,2004,17,86.35,-163.3,3,NA,-7.8248351234219
"2910","5152:459","5152:459",0,2003,2,86.35,-163.3,2,NA,-22.8248351234219
"2911","5155:460","5155:460",0,2004,10,81.18,-162.93,3,NA,-14.8248351234219
"2912","5155:460","5155:460",0,2003,2,81.18,-162.93,2,NA,-22.8248351234219
"2913","5155:461","5155:461",0,2004,7,80.66,-163.07,3,NA,-17.8248351234219
"2914","5155:461","5155:461",0,2003,2,80.66,-163.07,2,NA,-22.8248351234219
"2915","5155:462","5155:462",0,2004,4,80.55,-163.16,3,NA,-20.8248351234219
"2916","5155:462","5155:462",0,2003,2,80.55,-163.16,2,NA,-22.8248351234219
"2918","5155:463","5155:463",0,2003,1,80.65,-163.4,2,NA,-23.8248351234219
"2919","5203:464","5203:464",0,2007,18.4,30.08,36.25,6,NA,-6.4248351234219
"2920","5203:464","5203:464",1,2006,36.5,30.08,36.25,5,NA,11.6751648765781
"2921","5203:464","5203:464",1,2005,44,30.08,36.25,4,NA,19.1751648765781
"2922","5203:464","5203:464",1,2004,20,30.08,36.25,3,NA,-4.8248351234219
"2923","5203:464","5203:464",1,2003,15,30.08,36.25,2,NA,-9.8248351234219
"2924","5203:465","5203:465",1,2007,49,29.04,36.15,6,NA,24.1751648765781
"2925","5203:465","5203:465",1,2006,40.9,29.04,36.15,5,NA,16.0751648765781
"2926","5203:465","5203:465",1,2005,49.5,29.04,36.15,4,NA,24.6751648765781
"2927","5203:465","5203:465",0,2004,22,29.04,36.15,3,NA,-2.8248351234219
"2928","5203:465","5203:465",0,2003,8,29.04,36.15,2,NA,-16.8248351234219
"2929","5203:466","5203:466",1,2007,37.6,29.31,36.6,6,NA,12.7751648765781
"2930","5203:466","5203:466",1,2006,44.6,29.31,36.6,5,NA,19.7751648765781
"2931","5203:466","5203:466",1,2005,53,29.31,36.6,4,NA,28.1751648765781
"2932","5203:466","5203:466",1,2004,27,29.31,36.6,3,NA,2.1751648765781
"2933","5203:466","5203:466",0,2003,9,29.31,36.6,2,NA,-15.8248351234219
"2935","5203:467","5203:467",1,2006,46.5,29.34,36.74,5,NA,21.6751648765781
"2936","5203:467","5203:467",1,2005,39,29.34,36.74,4,NA,14.1751648765781
"2937","5203:467","5203:467",0,2004,24,29.34,36.74,3,NA,-0.824835123421895
"2938","5203:467","5203:467",0,2003,11,29.34,36.74,2,NA,-13.8248351234219
"2940","5203:468","5203:468",1,2006,40.5,29.11,37.12,5,NA,15.6751648765781
"2941","5203:468","5203:468",1,2005,44,29.11,37.12,4,NA,19.1751648765781
"2942","5203:468","5203:468",1,2004,41,29.11,37.12,3,NA,16.1751648765781
"2943","5203:468","5203:468",1,2003,37,29.11,37.12,2,NA,12.1751648765781
"2944","5203:469","5203:469",1,2007,55.7,29.66,37.61,6,NA,30.8751648765781
"2945","5203:469","5203:469",1,2006,55.6,29.66,37.61,5,NA,30.7751648765781
"2946","5203:469","5203:469",1,2005,51,29.66,37.61,4,NA,26.1751648765781
"2947","5203:469","5203:469",1,2004,27,29.66,37.61,3,NA,2.1751648765781
"2948","5203:469","5203:469",1,2003,31,29.66,37.61,2,NA,6.1751648765781
"2949","5203:470","5203:470",1,2007,37.2,30.28,36.87,6,NA,12.3751648765781
"2950","5203:470","5203:470",1,2006,33.7,30.28,36.87,5,NA,8.87516487657811
"2951","5203:470","5203:470",1,2005,29.5,30.28,36.87,4,NA,4.6751648765781
"2952","5203:470","5203:470",0,2004,17,30.28,36.87,3,NA,-7.8248351234219
"2953","5203:470","5203:470",0,2003,3,30.28,36.87,2,NA,-21.8248351234219
"2954","5203:471","5203:471",1,2007,42.7,27.94,37.83,6,NA,17.8751648765781
"2955","5203:471","5203:471",0,2006,25.5,27.94,37.83,5,NA,0.675164876578105
"2956","5203:471","5203:471",1,2005,44,27.94,37.83,4,NA,19.1751648765781
"2957","5203:471","5203:471",1,2004,46,27.94,37.83,3,NA,21.1751648765781
"2958","5203:471","5203:471",1,2003,26,27.94,37.83,2,NA,1.1751648765781
"2959","5203:472","5203:472",1,2007,40.9,27.47,37.96,6,NA,16.0751648765781
"2960","5203:472","5203:472",1,2006,34.6,27.47,37.96,5,NA,9.77516487657811
"2961","5203:472","5203:472",1,2005,35,27.47,37.96,4,NA,10.1751648765781
"2962","5203:472","5203:472",1,2004,32,27.47,37.96,3,NA,7.1751648765781
"2963","5203:472","5203:472",1,2003,17,27.47,37.96,2,NA,-7.8248351234219
"2964","5203:473","5203:473",1,2007,44.5,27.54,37.86,6,NA,19.6751648765781
"2965","5203:473","5203:473",1,2006,26.5,27.54,37.86,5,NA,1.6751648765781
"2966","5203:473","5203:473",1,2005,19,27.54,37.86,4,NA,-5.8248351234219
"2967","5203:473","5203:473",1,2004,53,27.54,37.86,3,NA,28.1751648765781
"2968","5203:473","5203:473",1,2003,24,27.54,37.86,2,NA,-0.824835123421895
"2969","5203:474","5203:474",1,2007,48.2,27.09,35.39,6,NA,23.3751648765781
"2970","5203:474","5203:474",1,2006,42.2,27.09,35.39,5,NA,17.3751648765781
"2971","5203:474","5203:474",1,2005,48,27.09,35.39,4,NA,23.1751648765781
"2972","5203:474","5203:474",1,2004,28,27.09,35.39,3,NA,3.1751648765781
"2973","5203:474","5203:474",1,2003,24,27.09,35.39,2,NA,-0.824835123421895
"2974","5203:475","5203:475",1,2007,43.5,28.67,36.59,6,NA,18.6751648765781
"2975","5203:475","5203:475",1,2006,28.6,28.67,36.59,5,NA,3.77516487657811
"2976","5203:475","5203:475",1,2005,34,28.67,36.59,4,NA,9.1751648765781
"2977","5203:475","5203:475",0,2004,13,28.67,36.59,3,NA,-11.8248351234219
"2978","5203:475","5203:475",0,2003,2,28.67,36.59,2,NA,-22.8248351234219
"2980","5203:476","5203:476",0,2003,13,28.86,37.83,2,NA,-11.8248351234219
"2982","5204:477","5204:477",1,2005,56,23.71,42.71,4,NA,31.1751648765781
"2983","5204:477","5204:477",1,2004,51,23.71,42.71,3,NA,26.1751648765781
"2984","5204:477","5204:477",0,2003,10,23.71,42.71,2,NA,-14.8248351234219
"2986","5204:478","5204:478",1,2006,34.5,23.71,43.38,5,NA,9.6751648765781
"2987","5204:478","5204:478",1,2005,26,23.71,43.38,4,NA,1.1751648765781
"2988","5204:478","5204:478",0,2004,9,23.71,43.38,3,NA,-15.8248351234219
"2989","5204:478","5204:478",0,2003,3,23.71,43.38,2,NA,-21.8248351234219
"2990","5209:479","5209:479",1,2007,51.6,20.56,3.85,6,NA,26.7751648765781
"2991","5209:479","5209:479",1,2006,48,20.56,3.85,5,NA,23.1751648765781
"2992","5209:479","5209:479",1,2005,49,20.56,3.85,4,NA,24.1751648765781
"2993","5209:479","5209:479",1,2004,39,20.56,3.85,3,NA,14.1751648765781
"2994","5209:479","5209:479",0,2003,18,20.56,3.85,2,NA,-6.8248351234219
"2995","5209:480","5209:480",1,2007,56.6,20.67,3.23,6,NA,31.7751648765781
"2996","5209:480","5209:480",1,2006,51.6,20.67,3.23,5,NA,26.7751648765781
"2997","5209:480","5209:480",1,2005,46,20.67,3.23,4,NA,21.1751648765781
"2998","5209:480","5209:480",1,2004,42,20.67,3.23,3,NA,17.1751648765781
"2999","5209:480","5209:480",1,2003,37,20.67,3.23,2,NA,12.1751648765781
"3001","5209:481","5209:481",1,2005,64.5,20.44,2.97,4,NA,39.6751648765781
"3002","5209:481","5209:481",1,2004,55,20.44,2.97,3,NA,30.1751648765781
"3003","5209:481","5209:481",1,2003,36,20.44,2.97,2,NA,11.1751648765781
"3005","5209:482","5209:482",1,2004,49,20.32,3.22,3,NA,24.1751648765781
"3006","5209:482","5209:482",1,2003,47,20.32,3.22,2,NA,22.1751648765781
"3008","5209:483","5209:483",1,2006,35.2,20.22,3.23,5,NA,10.3751648765781
"3009","5209:483","5209:483",1,2005,56,20.22,3.23,4,NA,31.1751648765781
"3010","5209:483","5209:483",1,2004,53,20.22,3.23,3,NA,28.1751648765781
"3011","5209:483","5209:483",1,2003,50,20.22,3.23,2,NA,25.1751648765781
"3013","5209:484","5209:484",1,2006,46.8,20.29,3.34,5,NA,21.9751648765781
"3014","5209:484","5209:484",1,2005,64,20.29,3.34,4,NA,39.1751648765781
"3015","5209:484","5209:484",1,2004,45,20.29,3.34,3,NA,20.1751648765781
"3016","5209:484","5209:484",1,2003,33,20.29,3.34,2,NA,8.1751648765781
"3018","5209:485","5209:485",0,2006,38.5,20.05,3.58,5,NA,13.6751648765781
"3019","5209:485","5209:485",1,2005,60,20.05,3.58,4,NA,35.1751648765781
"3020","5209:485","5209:485",1,2004,45,20.05,3.58,3,NA,20.1751648765781
"3021","5209:485","5209:485",1,2003,31,20.05,3.58,2,NA,6.1751648765781
"3022","5209:486","5209:486",1,2007,58.5,20.29,3,6,NA,33.6751648765781
"3023","5209:486","5209:486",1,2006,37.7,20.29,3,5,NA,12.8751648765781
"3024","5209:486","5209:486",1,2005,38,20.29,3,4,NA,13.1751648765781
"3025","5209:486","5209:486",1,2004,25,20.29,3,3,NA,0.175164876578105
"3026","5209:486","5209:486",0,2003,10,20.29,3,2,NA,-14.8248351234219
"3027","5209:487","5209:487",1,2007,31.7,19.86,3.13,6,NA,6.8751648765781
"3028","5209:487","5209:487",0,2006,33.6,19.86,3.13,5,NA,8.77516487657811
"3029","5209:487","5209:487",1,2005,60,19.86,3.13,4,NA,35.1751648765781
"3030","5209:487","5209:487",1,2004,56,19.86,3.13,3,NA,31.1751648765781
"3031","5209:487","5209:487",1,2003,45,19.86,3.13,2,NA,20.1751648765781
"3033","5209:488","5209:488",1,2006,42.2,19.2,2.86,5,NA,17.3751648765781
"3034","5209:488","5209:488",1,2005,52,19.2,2.86,4,NA,27.1751648765781
"3035","5209:488","5209:488",1,2004,37,19.2,2.86,3,NA,12.1751648765781
"3036","5209:488","5209:488",1,2003,55,19.2,2.86,2,NA,30.1751648765781
"3037","5209:489","5209:489",1,2007,64.7,18.9,3.02,6,NA,39.8751648765781
"3038","5209:489","5209:489",1,2006,50.1,18.9,3.02,5,NA,25.2751648765781
"3039","5209:489","5209:489",1,2005,52,18.9,3.02,4,NA,27.1751648765781
"3040","5209:489","5209:489",1,2004,40,18.9,3.02,3,NA,15.1751648765781
"3041","5209:489","5209:489",1,2003,39,18.9,3.02,2,NA,14.1751648765781
"3043","5209:490","5209:490",1,2004,28,19.95,4.33,3,NA,3.1751648765781
"3044","5209:490","5209:490",0,2003,1,19.95,4.33,2,NA,-23.8248351234219
"3046","5209:491","5209:491",1,2006,60,19.25,3.71,5,NA,35.1751648765781
"3047","5209:491","5209:491",1,2005,54,19.25,3.71,4,NA,29.1751648765781
"3048","5209:491","5209:491",0,2004,20,19.25,3.71,3,NA,-4.8248351234219
"3049","5209:491","5209:491",0,2003,2,19.25,3.71,2,NA,-22.8248351234219
"3051","5209:492","5209:492",1,2006,44.1,18.6,4.62,5,NA,19.2751648765781
"3052","5209:492","5209:492",1,2005,51.5,18.6,4.62,4,NA,26.6751648765781
"3053","5209:492","5209:492",0,2004,12,18.6,4.62,3,NA,-12.8248351234219
"3054","5209:492","5209:492",0,2003,2,18.6,4.62,2,NA,-22.8248351234219
"3056","5209:493","5209:493",1,2005,37,17.76,3.24,4,NA,12.1751648765781
"3057","5209:493","5209:493",1,2004,52,17.76,3.24,3,NA,27.1751648765781
"3058","5209:493","5209:493",1,2003,46,17.76,3.24,2,NA,21.1751648765781
"3059","5209:494","5209:494",0,2007,8.6,18.43,6.26,6,NA,-16.2248351234219
"3060","5209:494","5209:494",1,2006,24.3,18.43,6.26,5,NA,-0.524835123421894
"3061","5209:494","5209:494",1,2005,37,18.43,6.26,4,NA,12.1751648765781
"3062","5209:494","5209:494",1,2004,23,18.43,6.26,3,NA,-1.8248351234219
"3063","5209:494","5209:494",0,2003,11,18.43,6.26,2,NA,-13.8248351234219
"3065","5209:495","5209:495",1,2006,36.4,18.9,6.2,5,NA,11.5751648765781
"3066","5209:495","5209:495",1,2005,49,18.9,6.2,4,NA,24.1751648765781
"3067","5209:495","5209:495",1,2004,35,18.9,6.2,3,NA,10.1751648765781
"3068","5209:495","5209:495",1,2003,25,18.9,6.2,2,NA,0.175164876578105
"3070","5209:496","5209:496",1,2005,47,18.36,5.91,4,NA,22.1751648765781
"3071","5209:496","5209:496",0,2004,15,18.36,5.91,3,NA,-9.8248351234219
"3072","5209:496","5209:496",1,2003,41,18.36,5.91,2,NA,16.1751648765781
"3073","5209:497","5209:497",1,2007,34.3,16.77,5.86,6,NA,9.4751648765781
"3074","5209:497","5209:497",1,2006,31.7,16.77,5.86,5,NA,6.8751648765781
"3075","5209:497","5209:497",1,2005,39,16.77,5.86,4,NA,14.1751648765781
"3076","5209:497","5209:497",0,2004,20,16.77,5.86,3,NA,-4.8248351234219
"3077","5209:497","5209:497",0,2003,1,16.77,5.86,2,NA,-23.8248351234219
"3078","5209:498","5209:498",1,2007,17.7,16.65,5.79,6,NA,-7.1248351234219
"3079","5209:498","5209:498",1,2006,18,16.65,5.79,5,NA,-6.8248351234219
"3080","5209:498","5209:498",1,2005,43,16.65,5.79,4,NA,18.1751648765781
"3081","5209:498","5209:498",0,2004,13,16.65,5.79,3,NA,-11.8248351234219
"3082","5209:498","5209:498",0,2003,2,16.65,5.79,2,NA,-22.8248351234219
"3083","5209:499","5209:499",1,2007,44.1,16.49,5.56,6,NA,19.2751648765781
"3084","5209:499","5209:499",1,2006,38.8,16.49,5.56,5,NA,13.9751648765781
"3085","5209:499","5209:499",1,2005,49,16.49,5.56,4,NA,24.1751648765781
"3086","5209:499","5209:499",1,2004,28,16.49,5.56,3,NA,3.1751648765781
"3087","5209:499","5209:499",0,2003,9,16.49,5.56,2,NA,-15.8248351234219
"3088","5209:500","5209:500",1,2007,36.4,16.9,5.24,6,NA,11.5751648765781
"3089","5209:500","5209:500",1,2006,39.2,16.9,5.24,5,NA,14.3751648765781
"3090","5209:500","5209:500",1,2005,59,16.9,5.24,4,NA,34.1751648765781
"3091","5209:500","5209:500",1,2004,21,16.9,5.24,3,NA,-3.8248351234219
"3092","5209:500","5209:500",0,2003,8,16.9,5.24,2,NA,-16.8248351234219
"3093","5212:1101","5212:1101",0,2007,17,-6.36,-5.43,6,NA,-7.8248351234219
"3094","5212:1101","5212:1101",1,2006,28.4,-6.36,-5.43,5,NA,3.5751648765781
"3095","5212:1101","5212:1101",1,2005,44.6,-6.36,-5.43,4,NA,19.7751648765781
"3096","5212:1101","5212:1101",1,2004,35,-6.36,-5.43,3,NA,10.1751648765781
"3097","5212:1101","5212:1101",0,2003,10,-6.36,-5.43,2,NA,-14.8248351234219
"3099","5212:1102","5212:1102",1,2006,34.6,-6.56,-5.05,5,NA,9.77516487657811
"3100","5212:1102","5212:1102",1,2005,42.9,-6.56,-5.05,4,NA,18.0751648765781
"3101","5212:1102","5212:1102",0,2004,9,-6.56,-5.05,3,NA,-15.8248351234219
"3102","5212:1102","5212:1102",0,2003,2,-6.56,-5.05,2,NA,-22.8248351234219
"3103","5212:1103","5212:1103",0,2007,20.5,-6.46,-5.08,6,NA,-4.3248351234219
"3104","5212:1103","5212:1103",0,2006,18.8,-6.46,-5.08,5,NA,-6.02483512342189
"3105","5212:1103","5212:1103",1,2005,21,-6.46,-5.08,4,NA,-3.8248351234219
"3106","5212:1103","5212:1103",0,2004,13,-6.46,-5.08,3,NA,-11.8248351234219
"3107","5212:1103","5212:1103",0,2003,1,-6.46,-5.08,2,NA,-23.8248351234219
"3108","5212:1104","5212:1104",1,2007,33.2,-6.46,-5.12,6,NA,8.37516487657811
"3109","5212:1104","5212:1104",1,2006,26.6,-6.46,-5.12,5,NA,1.77516487657811
"3110","5212:1104","5212:1104",1,2005,20.7,-6.46,-5.12,4,NA,-4.1248351234219
"3111","5212:1104","5212:1104",0,2004,7,-6.46,-5.12,3,NA,-17.8248351234219
"3112","5212:1104","5212:1104",0,2003,1,-6.46,-5.12,2,NA,-23.8248351234219
"3113","5212:1105","5212:1105",1,2007,30.2,-6.68,-5.5,6,NA,5.3751648765781
"3114","5212:1105","5212:1105",1,2006,42.3,-6.68,-5.5,5,NA,17.4751648765781
"3115","5212:1105","5212:1105",1,2005,45.2,-6.68,-5.5,4,NA,20.3751648765781
"3116","5212:1105","5212:1105",0,2004,24,-6.68,-5.5,3,NA,-0.824835123421895
"3117","5212:1105","5212:1105",0,2003,2,-6.68,-5.5,2,NA,-22.8248351234219
"3119","5212:1106","5212:1106",0,2006,29,-6.55,-4.62,5,NA,4.1751648765781
"3120","5212:1106","5212:1106",1,2005,40.7,-6.55,-4.62,4,NA,15.8751648765781
"3121","5212:1106","5212:1106",0,2004,7,-6.55,-4.62,3,NA,-17.8248351234219
"3122","5212:1106","5212:1106",0,2003,2,-6.55,-4.62,2,NA,-22.8248351234219
"3124","5212:1107","5212:1107",0,2006,11.6,-6.2,-5.24,5,NA,-13.2248351234219
"3125","5212:1107","5212:1107",1,2005,38.5,-6.2,-5.24,4,NA,13.6751648765781
"3126","5212:1107","5212:1107",0,2004,15,-6.2,-5.24,3,NA,-9.8248351234219
"3127","5212:1107","5212:1107",0,2003,2,-6.2,-5.24,2,NA,-22.8248351234219
"3128","5212:1108","5212:1108",1,2007,31.2,-6.85,-5.41,6,NA,6.3751648765781
"3129","5212:1108","5212:1108",1,2006,44.7,-6.85,-5.41,5,NA,19.8751648765781
"3130","5212:1108","5212:1108",1,2005,40.7,-6.85,-5.41,4,NA,15.8751648765781
"3131","5212:1108","5212:1108",0,2004,6,-6.85,-5.41,3,NA,-18.8248351234219
"3132","5212:1108","5212:1108",0,2003,2,-6.85,-5.41,2,NA,-22.8248351234219
"3134","5212:1109","5212:1109",1,2005,36.9,-7.92,-4.43,4,NA,12.0751648765781
"3135","5212:1109","5212:1109",0,2004,20,-7.92,-4.43,3,NA,-4.8248351234219
"3136","5212:1109","5212:1109",0,2003,19,-7.92,-4.43,2,NA,-5.8248351234219
"3138","5212:1110","5212:1110",1,2003,18,-8.06,-4.65,2,NA,-6.8248351234219
"3140","5212:1111","5212:1111",1,2006,40.6,-8.13,-4.59,5,NA,15.7751648765781
"3141","5212:1111","5212:1111",1,2005,45.4,-8.13,-4.59,4,NA,20.5751648765781
