"","uID","uLoc","rep","year","height","height_prev","X","Y"
"4309","5156:1647","5156:1647",0,2004,10,2,76.58,-157.69
"4311","5156:1648","5156:1648",0,2004,9,2,76.6,-157.17
"4313","5156:1649","5156:1649",0,2004,14,2,76.25,-157.28
"4315","5156:1650","5156:1650",0,2004,3,1,76.32,-156.93
"4317","5156:1651","5156:1651",0,2004,12,2,75.95,-157.2
"4319","5156:1652","5156:1652",0,2004,10,2,75.9,-157.17
"4321","5156:1653","5156:1653",0,2004,8,6,78.24,-156.78
"4323","5156:1654","5156:1654",0,2004,10,10,78.33,-156.82
"4325","5156:1655","5156:1655",0,2004,10,7,78.27,-156.77
"4329","5156:1657","5156:1657",0,2004,3,3,77.17,-156.09
"4331","5156:1658","5156:1658",0,2004,10,6,76.31,-156.23
"4333","5156:1659","5156:1659",0,2004,18,7,76.68,-155.36
"4337","5156:1661","5156:1661",1,2004,2,1,76.49,-155.33
"4341","5156:1663","5156:1663",0,2004,10,3,76.25,-155.32
"4343","5156:1664","5156:1664",0,2004,23,9,75.55,-155.27
"4345","5156:1665","5156:1665",1,2004,43,14,74.9,-154.39
"4347","5156:1666","5156:1666",0,2004,14,8,73.84,-154.6
"4349","5156:1667","5156:1667",0,2004,14,2,74.22,-154.16
"4351","5156:1668","5156:1668",1,2004,22,2,73.56,-153.75
"4353","5156:1669","5156:1669",0,2004,4,2,73,-153.58
"4356","5147:1671","5147:1671",1,2004,28,2,108.12,-167.67
"4358","5147:1672","5147:1672",1,2004,30,10,106.59,-168.17
"4362","5152:1674","5152:1674",0,2004,19,4,94.55,-166.45
"4364","5152:1675","5152:1675",0,2004,5,2,94.01,-166.55
"4370","5134:1678","5134:1678",0,2004,9,3,95.09,-184.15
"4374","5156:1680","5156:1680",1,2004,29,2,73.67,-154.47
"4376","5161:1681","5161:1681",0,2004,13,4,103.52,-139.48
"4378","5161:1682","5161:1682",1,2004,27,6,103.55,-138.8
"4382","5161:1684","5161:1684",0,2004,20,5,103.73,-139.12
"4384","5161:1685","5161:1685",1,2004,24,2,104.22,-139.54
"4386","5161:1686","5161:1686",1,2004,29,2,104.91,-139.28
"4388","5161:1687","5161:1687",1,2004,25,2,103.13,-138.21
"4390","5161:1688","5161:1688",0,2004,17,6,103.53,-137.45
"4392","5161:1689","5161:1689",0,2004,14,3,103.47,-137.77
"4394","5169:1690","5169:1690",0,2004,16,4,106.66,-112.25
"4397","5202:1691","5202:1691",1,2004,38,14,39.13,28.9
"4400","5202:1692","5202:1692",1,2005,35,23,39.95,29.63
"4401","5202:1692","5202:1692",0,2004,23,9,39.95,29.63
"4403","5203:1693","5203:1693",1,2007,32.4,12.3,28.15,39.25
"4404","5203:1693","5203:1693",1,2006,12.3,22.5,28.15,39.25
"4405","5203:1693","5203:1693",1,2005,22.5,16,28.15,39.25
"4406","5203:1693","5203:1693",0,2004,16,4,28.15,39.25
"4409","5203:1694","5203:1694",1,2006,42,33,27.9,39.65
"4410","5203:1694","5203:1694",1,2005,33,24,27.9,39.65
"4411","5203:1694","5203:1694",0,2004,24,7,27.9,39.65
"4413","5203:1695","5203:1695",1,2007,44.2,14.5,28.63,39.83
"4414","5203:1695","5203:1695",0,2006,14.5,9,28.63,39.83
"4415","5203:1695","5203:1695",0,2005,9,1,28.63,39.83
"4416","5203:1695","5203:1695",0,2004,1,2,28.63,39.83
"4418","5203:1696","5203:1696",1,2007,48.5,31.5,24.37,36.67
"4419","5203:1696","5203:1696",1,2006,31.5,30.5,24.37,36.67
"4420","5203:1696","5203:1696",1,2005,30.5,15,24.37,36.67
"4421","5203:1696","5203:1696",0,2004,15,1,24.37,36.67
"4424","5203:1698","5203:1698",1,2005,44,35,38.03,39.6
"4425","5203:1698","5203:1698",1,2004,35,4,38.03,39.6
"4430","5203:1700","5203:1700",0,2006,13,35.5,38.34,39.74
"4431","5203:1700","5203:1700",1,2005,35.5,39,38.34,39.74
"4432","5203:1700","5203:1700",1,2004,39,3,38.34,39.74
"4435","5203:1801","5203:1801",1,2005,44,27,38.77,39.5
"4436","5203:1801","5203:1801",1,2004,27,3,38.77,39.5
"4438","5203:1802","5203:1802",1,2007,33.4,6.5,38.96,39.01
"4439","5203:1802","5203:1802",0,2006,6.5,11,38.96,39.01
"4440","5203:1802","5203:1802",0,2005,11,29,38.96,39.01
"4441","5203:1802","5203:1802",1,2004,29,7,38.96,39.01
"4444","5203:1803","5203:1803",0,2005,9,23,38.91,38.96
"4445","5203:1803","5203:1803",1,2004,23,27,38.91,38.96
"4448","5203:1804","5203:1804",1,2004,38,3,39.48,38.4
"4451","5203:1805","5203:1805",1,2006,31.3,39,39.78,38.56
"4452","5203:1805","5203:1805",1,2005,39,2,39.78,38.56
"4453","5203:1805","5203:1805",0,2004,2,11,39.78,38.56
"4456","5203:1806","5203:1806",1,2006,35.4,40,40.07,38.52
"4457","5203:1806","5203:1806",1,2005,40,12,40.07,38.52
"4458","5203:1806","5203:1806",0,2004,12,2,40.07,38.52
"4463","5203:1808","5203:1808",1,2006,54.8,40,36.03,40.42
"4464","5203:1808","5203:1808",1,2005,40,14,36.03,40.42
"4465","5203:1808","5203:1808",0,2004,14,5,36.03,40.42
"4468","5203:1809","5203:1809",1,2006,35.2,52,35.91,40.26
"4469","5203:1809","5203:1809",1,2005,52,26,35.91,40.26
"4470","5203:1809","5203:1809",0,2004,26,7,35.91,40.26
"4472","5203:1810","5203:1810",1,2007,37.2,25.2,34.89,41.12
"4473","5203:1810","5203:1810",0,2006,25.2,48,34.89,41.12
"4474","5203:1810","5203:1810",1,2005,48,53,34.89,41.12
"4475","5203:1810","5203:1810",1,2004,53,47,34.89,41.12
"4477","5209:1811","5209:1811",1,2007,28,29.9,18.21,5.02
"4478","5209:1811","5209:1811",1,2006,29.9,44,18.21,5.02
"4479","5209:1811","5209:1811",1,2005,44,26,18.21,5.02
"4480","5209:1811","5209:1811",0,2004,26,4,18.21,5.02
"4482","5209:1812","5209:1812",1,2007,57.6,48.5,17.28,5.13
"4483","5209:1812","5209:1812",1,2006,48.5,63,17.28,5.13
"4484","5209:1812","5209:1812",1,2005,63,18,17.28,5.13
"4485","5209:1812","5209:1812",0,2004,18,2,17.28,5.13
"4487","5209:1813","5209:1813",1,2007,43.1,28.8,17.43,5.13
"4488","5209:1813","5209:1813",1,2006,28.8,50,17.43,5.13
"4489","5209:1813","5209:1813",1,2005,50,23,17.43,5.13
"4490","5209:1813","5209:1813",0,2004,23,2,17.43,5.13
"4494","5209:1815","5209:1815",1,2007,40.3,45.1,16.97,5.86
"4495","5209:1815","5209:1815",1,2006,45.1,46,16.97,5.86
"4496","5209:1815","5209:1815",1,2005,46,22,16.97,5.86
"4497","5209:1815","5209:1815",0,2004,22,1,16.97,5.86
"4499","5234:1816","5234:1816",1,2007,59.7,45.3,21.17,0.59
"4500","5234:1816","5234:1816",1,2006,45.3,31.4,21.17,0.59
"4501","5234:1816","5234:1816",1,2005,31.4,2,21.17,0.59
"4502","5234:1816","5234:1816",0,2004,2,6,21.17,0.59
"4504","5234:1817","5234:1817",1,2007,61.6,63.5,21.36,1.17
"4505","5234:1817","5234:1817",1,2006,63.5,62.2,21.36,1.17
"4506","5234:1817","5234:1817",1,2005,62.2,44,21.36,1.17
"4507","5234:1817","5234:1817",1,2004,44,25,21.36,1.17
"4509","5234:1818","5234:1818",1,2007,58.1,33,21.93,1.48
"4510","5234:1818","5234:1818",0,2006,33,50.2,21.93,1.48
"4511","5234:1818","5234:1818",1,2005,50.2,20,21.93,1.48
"4512","5234:1818","5234:1818",0,2004,20,21,21.93,1.48
"4514","5234:1819","5234:1819",1,2007,61.8,40.5,22.05,1.45
"4515","5234:1819","5234:1819",1,2006,40.5,58,22.05,1.45
"4516","5234:1819","5234:1819",1,2005,58,31,22.05,1.45
"4517","5234:1819","5234:1819",0,2004,31,14,22.05,1.45
"4519","5199:1820","5199:1820",1,2007,35.8,46,31.35,-10.12
"4520","5199:1820","5199:1820",1,2006,46,51.5,31.35,-10.12
"4521","5199:1820","5199:1820",1,2005,51.5,42,31.35,-10.12
"4522","5199:1820","5199:1820",1,2004,42,28,31.35,-10.12
"4525","5199:1821","5199:1821",1,2006,39.7,45.7,30.2,-9.28
"4526","5199:1821","5199:1821",1,2005,45.7,27,30.2,-9.28
"4527","5199:1821","5199:1821",1,2004,27,8,30.2,-9.28
"4529","5199:1822","5199:1822",1,2007,40,20.2,30.32,-6.58
"4530","5199:1822","5199:1822",1,2006,20.2,32.6,30.32,-6.58
"4531","5199:1822","5199:1822",1,2005,32.6,9,30.32,-6.58
"4532","5199:1822","5199:1822",0,2004,9,9,30.32,-6.58
"4535","5236:1823","5236:1823",1,2005,61.1,4,27.6,-11.5
"4536","5236:1823","5236:1823",0,2004,4,2,27.6,-11.5
"4539","5236:1824","5236:1824",1,2004,38,32,29.83,-16.78
"4542","5217:1825","5217:1825",1,2006,41.7,43.3,13.89,-22.01
"4543","5217:1825","5217:1825",1,2005,43.3,29,13.89,-22.01
"4544","5217:1825","5217:1825",1,2004,29,20,13.89,-22.01
"4546","5212:1826","5212:1826",1,2005,27.5,15,-6.16,-5.42
"4547","5212:1826","5212:1826",0,2004,15,1,-6.16,-5.42
"4549","5212:1827","5212:1827",1,2007,29.9,24.2,-6.3,-5.31
"4550","5212:1827","5212:1827",1,2006,24.2,34.3,-6.3,-5.31
"4551","5212:1827","5212:1827",1,2005,34.3,11,-6.3,-5.31
"4552","5212:1827","5212:1827",0,2004,11,2,-6.3,-5.31
"4554","5212:1828","5212:1828",1,2007,27,37.1,-6.45,-5.33
"4555","5212:1828","5212:1828",1,2006,37.1,35.6,-6.45,-5.33
"4556","5212:1828","5212:1828",1,2005,35.6,5,-6.45,-5.33
"4557","5212:1828","5212:1828",0,2004,5,1,-6.45,-5.33
"4559","5212:1829","5212:1829",1,2007,34.5,31.5,-3.81,-6.51
"4560","5212:1829","5212:1829",1,2006,31.5,34,-3.81,-6.51
"4561","5212:1829","5212:1829",1,2005,34,6,-3.81,-6.51
"4562","5212:1829","5212:1829",0,2004,6,1,-3.81,-6.51
"4564","5212:1830","5212:1830",1,2007,33.4,35,-3.69,-6.52
"4565","5212:1830","5212:1830",1,2006,35,27,-3.69,-6.52
"4566","5212:1830","5212:1830",1,2005,27,8,-3.69,-6.52
"4567","5212:1830","5212:1830",0,2004,8,2,-3.69,-6.52
"4569","5212:1831","5212:1831",0,2007,22.4,29.6,-5.77,-6.12
"4570","5212:1831","5212:1831",1,2006,29.6,33.5,-5.77,-6.12
"4571","5212:1831","5212:1831",1,2005,33.5,13,-5.77,-6.12
"4572","5212:1831","5212:1831",0,2004,13,1,-5.77,-6.12
"4575","5212:1832","5212:1832",1,2005,29.1,9,-6.46,-6.09
"4576","5212:1832","5212:1832",0,2004,9,2,-6.46,-6.09
"4579","5197:1833","5197:1833",1,2005,57.5,29,33.58,-44.85
"4580","5197:1833","5197:1833",1,2004,29,5,33.58,-44.85
"4583","5197:1834","5197:1834",1,2004,30,6,33.53,-45.07
"4586","5197:1835","5197:1835",1,2005,43.3,23,33.44,-45.2
"4587","5197:1835","5197:1835",1,2004,23,4,33.44,-45.2
"4589","5197:1836","5197:1836",1,2004,25,3,32.16,-45.07
"4591","5197:1837","5197:1837",0,2004,18,2,32.18,-44.93
"4594","5197:1838","5197:1838",1,2005,44.4,6,32.16,-45.01
"4595","5197:1838","5197:1838",0,2004,6,1,32.16,-45.01
"4597","5197:1839","5197:1839",1,2007,42,29.4,30.87,-43.35
"4598","5197:1839","5197:1839",1,2006,29.4,37.2,30.87,-43.35
"4599","5197:1839","5197:1839",1,2005,37.2,6,30.87,-43.35
"4600","5197:1839","5197:1839",0,2004,6,2,30.87,-43.35
"4603","5197:1840","5197:1840",0,2004,16,2,31.94,-43.55
"4606","5197:1841","5197:1841",0,2004,18,3,32.12,-43.47
"4609","5197:1842","5197:1842",1,2005,47.4,15,32.24,-43.43
"4610","5197:1842","5197:1842",0,2004,15,2,32.24,-43.43
"4612","5197:1843","5197:1843",2,2007,45.4,25.3,38.2,-49.57
"4613","5197:1843","5197:1843",1,2006,25.3,29,38.2,-49.57
"4614","5197:1843","5197:1843",1,2005,29,4,38.2,-49.57
"4615","5197:1843","5197:1843",0,2004,4,2,38.2,-49.57
"4617","5197:1844","5197:1844",1,2007,41.4,24.3,37.9,-49.75
"4618","5197:1844","5197:1844",1,2006,24.3,29.1,37.9,-49.75
"4619","5197:1844","5197:1844",1,2005,29.1,3,37.9,-49.75
"4620","5197:1844","5197:1844",0,2004,3,1,37.9,-49.75
"4632","5197:1848","5197:1848",1,2005,41,6,35.38,-49.26
"4633","5197:1848","5197:1848",0,2004,6,5,35.38,-49.26
"4635","5189:1849","5189:1849",1,2007,49.3,34.6,80.8,-97.82
"4636","5189:1849","5189:1849",1,2006,34.6,43.5,80.8,-97.82
"4637","5189:1849","5189:1849",1,2005,43.5,18,80.8,-97.82
"4638","5189:1849","5189:1849",0,2004,18,3,80.8,-97.82
"4643","5189:1851","5189:1851",1,2006,31.1,40.2,79.52,-98.13
"4644","5189:1851","5189:1851",1,2005,40.2,30,79.52,-98.13
"4645","5189:1851","5189:1851",1,2004,30,28,79.52,-98.13
"4648","5189:1852","5189:1852",0,2006,20.7,44.1,79.4,-98.17
"4649","5189:1852","5189:1852",1,2005,44.1,29,79.4,-98.17
"4650","5189:1852","5189:1852",1,2004,29,32,79.4,-98.17
