"","uID","uLoc","rep","year","height","height_prev","X","Y"
"4866","5231:1936","5231:1936",1,2007,56.9,58.1,53.67,16.43
"4867","5231:1936","5231:1936",1,2006,58.1,69,53.67,16.43
"4868","5231:1936","5231:1936",1,2005,69,37,53.67,16.43
"4869","5231:1936","5231:1936",1,2004,37,9,53.67,16.43
"4871","5199:1937","5199:1937",1,2007,43.2,41.4,28.23,-7.73
"4872","5199:1937","5199:1937",1,2006,41.4,41.2,28.23,-7.73
"4873","5199:1937","5199:1937",1,2005,41.2,33,28.23,-7.73
"4874","5199:1937","5199:1937",1,2004,33,19,28.23,-7.73
"4877","5236:1938","5236:1938",1,2005,53.2,23,27.73,-11.73
"4878","5236:1938","5236:1938",0,2004,23,9,27.73,-11.73
"4881","5236:1939","5236:1939",0,2004,5,2,28.74,-11.62
"4884","5236:1940","5236:1940",1,2006,45.6,40.2,28.76,-11.93
"4885","5236:1940","5236:1940",1,2005,40.2,5,28.76,-11.93
"4886","5236:1940","5236:1940",0,2004,5,2,28.76,-11.93
"4889","5236:1941","5236:1941",0,2004,4,4,29.21,-11.76
"4892","5236:1942","5236:1942",1,2005,62.3,57,27.44,-12.46
"4893","5236:1942","5236:1942",1,2004,57,44,27.44,-12.46
"4896","5199:1943","5199:1943",1,2006,41.2,57.5,33.21,-8.72
"4897","5199:1943","5199:1943",1,2005,57.5,42,33.21,-8.72
"4898","5199:1943","5199:1943",1,2004,42,37,33.21,-8.72
"4900","5199:1944","5199:1944",1,2007,20.1,20.1,32.22,-8.76
"4901","5199:1944","5199:1944",0,2006,20.1,38.4,32.22,-8.76
"4902","5199:1944","5199:1944",1,2005,38.4,28,32.22,-8.76
"4903","5199:1944","5199:1944",1,2004,28,15,32.22,-8.76
"4906","5199:1945","5199:1945",1,2004,38,16,32.66,-9.9
"4909","5199:1946","5199:1946",1,2006,58.3,48.5,32.66,-10
"4910","5199:1946","5199:1946",1,2005,48.5,46,32.66,-10
"4911","5199:1946","5199:1946",1,2004,46,21,32.66,-10
"4913","5199:1947","5199:1947",1,2007,46.5,38.5,33.74,-11.79
"4914","5199:1947","5199:1947",1,2006,38.5,44,33.74,-11.79
"4915","5199:1947","5199:1947",1,2005,44,35,33.74,-11.79
"4916","5199:1947","5199:1947",1,2004,35,2,33.74,-11.79
"4919","5199:1948","5199:1948",1,2006,54.8,46,34.06,-12.67
"4920","5199:1948","5199:1948",1,2005,46,26,34.06,-12.67
"4921","5199:1948","5199:1948",1,2004,26,6,34.06,-12.67
"4924","5198:1949","5198:1949",0,2004,40,27,35.99,-30.48
"4926","5198:1950","5198:1950",1,2007,42.9,44.1,37.22,-30.5
"4927","5198:1950","5198:1950",1,2006,44.1,59.6,37.22,-30.5
"4928","5198:1950","5198:1950",1,2005,59.6,37,37.22,-30.5
"4929","5198:1950","5198:1950",1,2004,37,30,37.22,-30.5
"4932","5198:1951","5198:1951",1,2006,44,47.9,36.06,-29.31
"4933","5198:1951","5198:1951",1,2005,47.9,20,36.06,-29.31
"4934","5198:1951","5198:1951",0,2004,20,4,36.06,-29.31
"4937","5198:1952","5198:1952",1,2006,45.7,38,36.2,-29.27
"4938","5198:1952","5198:1952",1,2005,38,19,36.2,-29.27
"4939","5198:1952","5198:1952",0,2004,19,4,36.2,-29.27
"4942","5198:1953","5198:1953",1,2005,64.7,45,36.62,-29.25
"4943","5198:1953","5198:1953",1,2004,45,14,36.62,-29.25
"4945","5198:1954","5198:1954",1,2007,45.3,52.4,35.45,-29.11
"4946","5198:1954","5198:1954",1,2006,52.4,63.8,35.45,-29.11
"4947","5198:1954","5198:1954",1,2005,63.8,39,35.45,-29.11
"4948","5198:1954","5198:1954",1,2004,39,18,35.45,-29.11
"4951","5198:1955","5198:1955",1,2005,59.9,28,36.61,-29.97
"4952","5198:1955","5198:1955",0,2004,28,23,36.61,-29.97
"4955","5198:1956","5198:1956",1,2006,51,55.9,35.48,-28.79
"4956","5198:1956","5198:1956",1,2005,55.9,34,35.48,-28.79
"4957","5198:1956","5198:1956",1,2004,34,22,35.48,-28.79
"4959","5198:1957","5198:1957",1,2007,33.6,48.7,35.55,-28.45
"4960","5198:1957","5198:1957",1,2006,48.7,45.6,35.55,-28.45
"4961","5198:1957","5198:1957",1,2005,45.6,34,35.55,-28.45
"4962","5198:1957","5198:1957",1,2004,34,9,35.55,-28.45
"4964","5198:1958","5198:1958",1,2007,43.8,44.7,35.99,-28.38
"4965","5198:1958","5198:1958",1,2006,44.7,65.2,35.99,-28.38
"4966","5198:1958","5198:1958",1,2005,65.2,44,35.99,-28.38
"4967","5198:1958","5198:1958",1,2004,44,22,35.99,-28.38
"4970","5198:1959","5198:1959",1,2006,36.3,68.1,33.62,-22.67
"4971","5198:1959","5198:1959",1,2005,68.1,55,33.62,-22.67
"4972","5198:1959","5198:1959",1,2004,55,22,33.62,-22.67
"4974","5198:1960","5198:1960",1,2007,46.2,54,34.78,-23.69
"4975","5198:1960","5198:1960",1,2006,54,46.5,34.78,-23.69
"4976","5198:1960","5198:1960",1,2005,46.5,30,34.78,-23.69
"4977","5198:1960","5198:1960",0,2004,30,17,34.78,-23.69
"4979","5198:1961","5198:1961",1,2007,51.9,41.5,34.82,-24.49
"4980","5198:1961","5198:1961",1,2006,41.5,48.9,34.82,-24.49
"4981","5198:1961","5198:1961",1,2005,48.9,24,34.82,-24.49
"4982","5198:1961","5198:1961",0,2004,24,8,34.82,-24.49
"4984","5198:1962","5198:1962",1,2007,52.3,39.8,34.8,-24.79
"4985","5198:1962","5198:1962",1,2006,39.8,54.4,34.8,-24.79
"4986","5198:1962","5198:1962",1,2005,54.4,44,34.8,-24.79
"4987","5198:1962","5198:1962",1,2004,44,18,34.8,-24.79
"4990","5198:1963","5198:1963",1,2006,18.1,39.5,34.58,-25.04
"4991","5198:1963","5198:1963",1,2005,39.5,6,34.58,-25.04
"4992","5198:1963","5198:1963",0,2004,6,3,34.58,-25.04
"4994","5198:1964","5198:1964",1,2007,48.6,44.5,34.47,-24.8
"4995","5198:1964","5198:1964",1,2006,44.5,51,34.47,-24.8
"4996","5198:1964","5198:1964",1,2005,51,25,34.47,-24.8
"4997","5198:1964","5198:1964",1,2004,25,8,34.47,-24.8
"4999","5198:1965","5198:1965",1,2007,62.5,45.2,34.25,-25
"5000","5198:1965","5198:1965",1,2006,45.2,58.1,34.25,-25
"5001","5198:1965","5198:1965",1,2005,58.1,25,34.25,-25
"5002","5198:1965","5198:1965",0,2004,25,6,34.25,-25
"5004","5198:1966","5198:1966",1,2005,45.5,26,34.45,-25.62
"5005","5198:1966","5198:1966",0,2004,26,3,34.45,-25.62
"5008","5198:1967","5198:1967",1,2006,51,61.6,32.75,-26.65
"5009","5198:1967","5198:1967",1,2005,61.6,35,32.75,-26.65
"5010","5198:1967","5198:1967",1,2004,35,30,32.75,-26.65
"5013","5198:1968","5198:1968",1,2006,46.2,68.8,32.85,-26.64
"5014","5198:1968","5198:1968",1,2005,68.8,33,32.85,-26.64
"5015","5198:1968","5198:1968",1,2004,33,27,32.85,-26.64
"5018","5198:1969","5198:1969",1,2006,54.2,56.3,32.93,-26.68
"5019","5198:1969","5198:1969",1,2005,56.3,31,32.93,-26.68
"5020","5198:1969","5198:1969",1,2004,31,19,32.93,-26.68
"5023","5198:1970","5198:1970",1,2006,44.6,52,33.04,-26.73
"5024","5198:1970","5198:1970",1,2005,52,38,33.04,-26.73
"5025","5198:1970","5198:1970",1,2004,38,18,33.04,-26.73
"5028","5198:1971","5198:1971",1,2006,44.8,51.3,33.14,-26.87
"5029","5198:1971","5198:1971",1,2005,51.3,32,33.14,-26.87
"5030","5198:1971","5198:1971",1,2004,32,19,33.14,-26.87
"5033","5198:1972","5198:1972",1,2006,41.4,56,33.16,-26.9
"5034","5198:1972","5198:1972",1,2005,56,34,33.16,-26.9
"5035","5198:1972","5198:1972",1,2004,34,17,33.16,-26.9
"5038","5198:1973","5198:1973",1,2005,56.3,40,33.53,-26.91
"5039","5198:1973","5198:1973",1,2004,40,14,33.53,-26.91
"5042","5198:1974","5198:1974",1,2006,31.8,53.8,33.45,-27.02
"5043","5198:1974","5198:1974",1,2005,53.8,35,33.45,-27.02
"5044","5198:1974","5198:1974",1,2004,35,7,33.45,-27.02
"5047","5198:1975","5198:1975",1,2006,57.5,63.6,33.86,-27.4
"5048","5198:1975","5198:1975",1,2005,63.6,23,33.86,-27.4
"5049","5198:1975","5198:1975",0,2004,23,9,33.86,-27.4
"5052","5198:1976","5198:1976",1,2004,48,26,33.87,-27.84
"5054","5219:1977","5219:1977",1,2007,39.4,32.1,22.52,-28.55
"5055","5219:1977","5219:1977",1,2006,32.1,51.6,22.52,-28.55
"5056","5219:1977","5219:1977",1,2005,51.6,26,22.52,-28.55
"5057","5219:1977","5219:1977",1,2004,26,10,22.52,-28.55
"5060","5219:1978","5219:1978",1,2006,38.5,48.2,22.39,-28.35
"5061","5219:1978","5219:1978",1,2005,48.2,34,22.39,-28.35
"5062","5219:1978","5219:1978",1,2004,34,24,22.39,-28.35
"5070","5219:1982","5219:1982",1,2007,32.1,38.1,21.85,-28.4
"5071","5219:1982","5219:1982",1,2006,38.1,62.5,21.85,-28.4
"5072","5219:1982","5219:1982",1,2005,62.5,36,21.85,-28.4
"5073","5219:1982","5219:1982",1,2004,36,33,21.85,-28.4
"5079","5217:1984","5217:1984",1,2007,27,40.6,13.89,-22.82
"5080","5217:1984","5217:1984",1,2006,40.6,48.3,13.89,-22.82
"5081","5217:1984","5217:1984",1,2005,48.3,33,13.89,-22.82
"5082","5217:1984","5217:1984",1,2004,33,18,13.89,-22.82
"5084","5217:1985","5217:1985",1,2007,31.2,33.6,13.82,-22.9
"5085","5217:1985","5217:1985",1,2006,33.6,54.5,13.82,-22.9
"5086","5217:1985","5217:1985",1,2005,54.5,32,13.82,-22.9
"5087","5217:1985","5217:1985",1,2004,32,11,13.82,-22.9
"5089","5212:1986","5212:1986",0,2007,17,34.8,-3.07,-6.96
"5090","5212:1986","5212:1986",1,2006,34.8,26,-3.07,-6.96
"5091","5212:1986","5212:1986",0,2005,26,14,-3.07,-6.96
"5092","5212:1986","5212:1986",0,2004,14,3,-3.07,-6.96
"5095","5212:1987","5212:1987",1,2006,36.2,37,-3.1,-7.94
"5096","5212:1987","5212:1987",1,2005,37,24,-3.1,-7.94
"5097","5212:1987","5212:1987",0,2004,24,7,-3.1,-7.94
"5100","5212:1988","5212:1988",1,2006,39.5,45.5,-3.06,-8.46
"5101","5212:1988","5212:1988",1,2005,45.5,19,-3.06,-8.46
"5102","5212:1988","5212:1988",0,2004,19,4,-3.06,-8.46
"5104","5212:1989","5212:1989",1,2007,34.1,38.7,-3.31,-7.65
"5105","5212:1989","5212:1989",1,2006,38.7,34,-3.31,-7.65
"5106","5212:1989","5212:1989",1,2005,34,17,-3.31,-7.65
"5107","5212:1989","5212:1989",0,2004,17,3,-3.31,-7.65
"5110","5212:1990","5212:1990",1,2006,38.7,41.3,-5.05,-5.82
"5111","5212:1990","5212:1990",1,2005,41.3,29,-5.05,-5.82
"5112","5212:1990","5212:1990",1,2004,29,9,-5.05,-5.82
"5114","5212:1991","5212:1991",1,2007,26.6,19.5,-4.86,-7.55
"5115","5212:1991","5212:1991",1,2006,19.5,17.5,-4.86,-7.55
"5116","5212:1991","5212:1991",0,2005,17.5,23,-4.86,-7.55
"5117","5212:1991","5212:1991",0,2004,23,17,-4.86,-7.55
"5120","5212:1992","5212:1992",1,2004,26,6,-6,-6.41
"5123","5212:1993","5212:1993",1,2005,51.5,28,-6.24,-7.01
"5124","5212:1993","5212:1993",1,2004,28,33,-6.24,-7.01
"5127","5212:1994","5212:1994",0,2006,4.2,33.6,-5.94,-6.1
"5128","5212:1994","5212:1994",1,2005,33.6,17,-5.94,-6.1
"5129","5212:1994","5212:1994",0,2004,17,6,-5.94,-6.1
"5131","5212:1995","5212:1995",1,2007,28.6,28.5,-5.84,-6.06
"5132","5212:1995","5212:1995",1,2006,28.5,29.6,-5.84,-6.06
"5133","5212:1995","5212:1995",1,2005,29.6,6,-5.84,-6.06
"5134","5212:1995","5212:1995",0,2004,6,3,-5.84,-6.06
"5136","5212:1996","5212:1996",1,2007,38.9,36.5,-6.19,-6.06
"5137","5212:1996","5212:1996",1,2006,36.5,42.9,-6.19,-6.06
"5138","5212:1996","5212:1996",1,2005,42.9,24,-6.19,-6.06
"5139","5212:1996","5212:1996",0,2004,24,15,-6.19,-6.06
"5141","5212:1997","5212:1997",1,2007,49.5,43.9,-6.68,-6.2
"5142","5212:1997","5212:1997",1,2006,43.9,50.8,-6.68,-6.2
"5143","5212:1997","5212:1997",1,2005,50.8,25,-6.68,-6.2
"5144","5212:1997","5212:1997",0,2004,25,7,-6.68,-6.2
"5147","5212:1998","5212:1998",1,2004,24,15,-5.73,-5.6
"5149","5212:1999","5212:1999",1,2007,48.1,30.4,-5.94,-7.25
"5150","5212:1999","5212:1999",1,2006,30.4,38.8,-5.94,-7.25
"5151","5212:1999","5212:1999",1,2005,38.8,28,-5.94,-7.25
"5152","5212:1999","5212:1999",1,2004,28,12,-5.94,-7.25
"5155","5212:2000","5212:2000",1,2006,37.6,37.4,-5.97,-5.21
"5156","5212:2000","5212:2000",1,2005,37.4,25,-5.97,-5.21
"5157","5212:2000","5212:2000",1,2004,25,13,-5.97,-5.21
"5160","5203:2001","5203:2001",0,2005,11,20,37.73,39.32
"5161","5203:2001","5203:2001",0,2004,20,7,37.73,39.32
"5164","5203:2002","5203:2002",1,2004,40,7,37.72,39.38
"5167","5203:2003","5203:2003",0,2005,7,24,37.73,39.39
"5168","5203:2003","5203:2003",0,2004,24,5,37.73,39.39
"5171","5203:2004","5203:2004",1,2005,32,17,37.92,39.83
"5172","5203:2004","5203:2004",0,2004,17,8,37.92,39.83
"5175","5203:2005","5203:2005",0,2006,16.4,60,38.49,39.26
"5176","5203:2005","5203:2005",1,2005,60,32,38.49,39.26
"5177","5203:2005","5203:2005",1,2004,32,6,38.49,39.26
"5179","5203:2006","5203:2006",1,2007,48.9,29.2,28.16,36.77
"5180","5203:2006","5203:2006",1,2006,29.2,34,28.16,36.77
"5181","5203:2006","5203:2006",1,2005,34,5,28.16,36.77
"5182","5203:2006","5203:2006",0,2004,5,2,28.16,36.77
"5184","5203:2007","5203:2007",1,2007,32.6,43.1,28.47,37.47
"5185","5203:2007","5203:2007",1,2006,43.1,37,28.47,37.47
"5186","5203:2007","5203:2007",1,2005,37,15,28.47,37.47
"5187","5203:2007","5203:2007",0,2004,15,1,28.47,37.47
"5190","5203:2008","5203:2008",1,2006,17.7,48.5,40.12,38.83
"5191","5203:2008","5203:2008",1,2005,48.5,33,40.12,38.83
"5192","5203:2008","5203:2008",1,2004,33,6,40.12,38.83
"5196","5209:2010","5209:2010",1,2007,46.1,24.1,16.81,5.35
"5197","5209:2010","5209:2010",1,2006,24.1,34,16.81,5.35
"5198","5209:2010","5209:2010",1,2005,34,2,16.81,5.35
"5199","5209:2010","5209:2010",0,2004,2,1,16.81,5.35
"5203","5209:2012","5209:2012",1,2007,27.3,19,16.3,6.77
"5204","5209:2012","5209:2012",1,2006,19,39.5,16.3,6.77
"5205","5209:2012","5209:2012",1,2005,39.5,3,16.3,6.77
"5206","5209:2012","5209:2012",0,2004,3,4,16.3,6.77
"5208","5209:2013","5209:2013",1,2007,45.6,42.1,15.66,6.42
"5209","5209:2013","5209:2013",1,2006,42.1,54,15.66,6.42
"5210","5209:2013","5209:2013",1,2005,54,3,15.66,6.42
"5211","5209:2013","5209:2013",0,2004,3,2,15.66,6.42
"5216","5209:2015","5209:2015",1,2006,42.2,53,16.64,6.65
"5217","5209:2015","5209:2015",1,2005,53,6,16.64,6.65
"5218","5209:2015","5209:2015",0,2004,6,2,16.64,6.65
"5220","5209:2016","5209:2016",1,2007,49.4,41,16.76,6.74
"5221","5209:2016","5209:2016",1,2006,41,37,16.76,6.74
"5222","5209:2016","5209:2016",1,2005,37,5,16.76,6.74
"5223","5209:2016","5209:2016",0,2004,5,1,16.76,6.74
"5225","5209:2017","5209:2017",1,2007,45.6,28.4,16.69,6.49
"5226","5209:2017","5209:2017",1,2006,28.4,47,16.69,6.49
"5227","5209:2017","5209:2017",1,2005,47,10,16.69,6.49
"5228","5209:2017","5209:2017",0,2004,10,3,16.69,6.49
"5230","5209:2018","5209:2018",1,2007,47.8,37.2,19.83,5.93
"5231","5209:2018","5209:2018",1,2006,37.2,39,19.83,5.93
"5232","5209:2018","5209:2018",1,2005,39,7,19.83,5.93
"5233","5209:2018","5209:2018",0,2004,7,4,19.83,5.93
"5235","5209:2019","5209:2019",1,2007,41.7,41.1,19.77,6.13
"5236","5209:2019","5209:2019",1,2006,41.1,47,19.77,6.13
"5237","5209:2019","5209:2019",1,2005,47,9,19.77,6.13
"5238","5209:2019","5209:2019",0,2004,9,3,19.77,6.13
"5240","5209:2020","5209:2020",1,2007,48.2,57.2,16.22,6.87
"5241","5209:2020","5209:2020",1,2006,57.2,54,16.22,6.87
"5242","5209:2020","5209:2020",1,2005,54,13,16.22,6.87
"5243","5209:2020","5209:2020",0,2004,13,2,16.22,6.87
"5245","5209:2021","5209:2021",1,2007,22.8,18.9,15.38,5.19
"5246","5209:2021","5209:2021",0,2006,18.9,24.5,15.38,5.19
"5250","5209:2022","5209:2022",1,2007,39.4,21.1,17.15,5.22
"5251","5209:2022","5209:2022",1,2006,21.1,28,17.15,5.22
"5252","5209:2022","5209:2022",1,2005,28,2,17.15,5.22
"5253","5209:2022","5209:2022",0,2004,2,2,17.15,5.22
"5257","5209:2024","5209:2024",0,2007,8.5,39.5,19.93,4.97
"5258","5209:2024","5209:2024",1,2006,39.5,35,19.93,4.97
"5259","5209:2024","5209:2024",1,2005,35,9,19.93,4.97
"5260","5209:2024","5209:2024",0,2004,9,2,19.93,4.97
"5262","5209:2025","5209:2025",1,2007,47.1,53.2,19.64,3.03
"5263","5209:2025","5209:2025",1,2006,53.2,26,19.64,3.03
"5264","5209:2025","5209:2025",1,2005,26,2,19.64,3.03
"5267","5209:2026","5209:2026",1,2007,56.6,47.1,21.11,3.81
"5268","5209:2026","5209:2026",1,2006,47.1,43.5,21.11,3.81
"5269","5209:2026","5209:2026",1,2005,43.5,16,21.11,3.81
"5270","5209:2026","5209:2026",0,2004,16,4,21.11,3.81
"5272","5209:2027","5209:2027",1,2007,52.9,46.4,21.52,3.54
"5273","5209:2027","5209:2027",1,2006,46.4,48.5,21.52,3.54
"5274","5209:2027","5209:2027",1,2005,48.5,34,21.52,3.54
"5275","5209:2027","5209:2027",0,2004,34,16,21.52,3.54
"5278","5209:2028","5209:2028",1,2005,48,28,21.5,3.39
"5279","5209:2028","5209:2028",0,2004,28,37,21.5,3.39
"5282","5209:2029","5209:2029",0,2005,16,8,20.41,2.76
"5283","5209:2029","5209:2029",0,2004,8,13,20.41,2.76
"5285","5198:2030","5198:2030",1,2007,44.5,37,34.27,-24.81
"5286","5198:2030","5198:2030",1,2006,37,44.1,34.27,-24.81
"5287","5198:2030","5198:2030",1,2005,44.1,6,34.27,-24.81
"5288","5198:2030","5198:2030",0,2004,6,1,34.27,-24.81
"5290","5198:2031","5198:2031",1,2007,42,31,34.52,-24.56
"5291","5198:2031","5198:2031",1,2006,31,38.2,34.52,-24.56
"5292","5198:2031","5198:2031",1,2005,38.2,7,34.52,-24.56
"5293","5198:2031","5198:2031",0,2004,7,1,34.52,-24.56
"5295","5198:2032","5198:2032",1,2007,37.1,32.4,34.76,-24.67
"5296","5198:2032","5198:2032",1,2006,32.4,25.9,34.76,-24.67
"5297","5198:2032","5198:2032",1,2005,25.9,11,34.76,-24.67
"5298","5198:2032","5198:2032",0,2004,11,2,34.76,-24.67
"5302","5217:2034","5217:2034",1,2007,48.6,41,14.11,-22.5
"5303","5217:2034","5217:2034",1,2006,41,32.4,14.11,-22.5
"5304","5217:2034","5217:2034",1,2005,32.4,14,14.11,-22.5
"5305","5217:2034","5217:2034",0,2004,14,6,14.11,-22.5
"5308","5213:2035","5213:2035",1,2005,27.5,7,-11.31,-13.18
"5309","5213:2035","5213:2035",0,2004,7,4,-11.31,-13.18
"5311","5214:2036","5214:2036",1,2007,36.3,37.2,-17.71,-12.34
"5312","5214:2036","5214:2036",1,2006,37.2,36.1,-17.71,-12.34
"5316","5214:2037","5214:2037",1,2007,42.2,42,-17.29,-12.37
"5317","5214:2037","5214:2037",1,2006,42,49,-17.29,-12.37
"5324","5214:2039","5214:2039",1,2007,48.8,31.6,-18.1,-12.51
"5325","5214:2039","5214:2039",1,2006,31.6,26,-18.1,-12.51
"5330","5212:2040","5212:2040",1,2006,35.5,43.5,-6.83,-10.79
"5331","5212:2040","5212:2040",1,2005,43.5,7,-6.83,-10.79
"5332","5212:2040","5212:2040",0,2004,7,1,-6.83,-10.79
"5334","5212:2041","5212:2041",1,2007,50,51.6,-4.95,-7.86
"5335","5212:2041","5212:2041",1,2006,51.6,58,-4.95,-7.86
"5336","5212:2041","5212:2041",1,2005,58,48,-4.95,-7.86
"5337","5212:2041","5212:2041",1,2004,48,39,-4.95,-7.86
"5340","5212:2042","5212:2042",0,2006,6,30.2,-5.85,-6.16
"5341","5212:2042","5212:2042",1,2005,30.2,3,-5.85,-6.16
"5342","5212:2042","5212:2042",0,2004,3,2,-5.85,-6.16
"5344","5212:2043","5212:2043",1,2007,37.5,30.7,-5.84,-5.59
"5345","5212:2043","5212:2043",1,2006,30.7,32.6,-5.84,-5.59
"5346","5212:2043","5212:2043",1,2005,32.6,18,-5.84,-5.59
"5347","5212:2043","5212:2043",0,2004,18,3,-5.84,-5.59
"5349","5212:2044","5212:2044",1,2007,44,26.7,-6.23,-5.16
"5350","5212:2044","5212:2044",1,2006,26.7,32.7,-6.23,-5.16
"5351","5212:2044","5212:2044",1,2005,32.7,19,-6.23,-5.16
"5352","5212:2044","5212:2044",0,2004,19,1,-6.23,-5.16
"5356","5212:2046","5212:2046",1,2007,23.6,24.9,-7.43,-5.27
"5357","5212:2046","5212:2046",1,2006,24.9,37.7,-7.43,-5.27
"5358","5212:2046","5212:2046",1,2005,37.7,18,-7.43,-5.27
"5359","5212:2046","5212:2046",0,2004,18,2,-7.43,-5.27
"5361","5212:2047","5212:2047",0,2007,22.9,7.8,-7.45,-5.19
"5362","5212:2047","5212:2047",0,2006,7.8,2.9,-7.45,-5.19
"5363","5212:2047","5212:2047",0,2005,2.9,11,-7.45,-5.19
"5364","5212:2047","5212:2047",0,2004,11,3,-7.45,-5.19
"5368","5212:2048","5212:2048",0,2005,11.4,14,-7.38,-5.17
"5369","5212:2048","5212:2048",0,2004,14,4,-7.38,-5.17
"5372","5212:2049","5212:2049",0,2004,31,25,-8.44,-4.17
"5375","5212:2050","5212:2050",1,2005,40.9,17,-8.57,-4.29
"5376","5212:2050","5212:2050",0,2004,17,21,-8.57,-4.29
"5378","5212:2051","5212:2051",1,2007,44.5,32.3,-5.65,-6.77
"5379","5212:2051","5212:2051",1,2006,32.3,37.2,-5.65,-6.77
"5380","5212:2051","5212:2051",1,2005,37.2,10,-5.65,-6.77
"5381","5212:2051","5212:2051",0,2004,10,5,-5.65,-6.77
"5383","5212:2052","5212:2052",1,2007,39.2,22,-6.02,-7.1
"5384","5212:2052","5212:2052",1,2006,22,31.2,-6.02,-7.1
"5385","5212:2052","5212:2052",1,2005,31.2,28,-6.02,-7.1
"5386","5212:2052","5212:2052",1,2004,28,27,-6.02,-7.1
"5389","5212:2053","5212:2053",1,2005,34,17,-3.78,-7.59
"5390","5212:2053","5212:2053",0,2004,17,4,-3.78,-7.59
"5392","5212:2054","5212:2054",1,2007,38,24.5,-4.3,-6.4
"5393","5212:2054","5212:2054",0,2006,24.5,30,-4.3,-6.4
"5394","5212:2054","5212:2054",1,2005,30,5,-4.3,-6.4
"5395","5212:2054","5212:2054",0,2004,5,2,-4.3,-6.4
"5399","5212:2056","5212:2056",0,2007,12.3,25.3,-3.12,-6.89
"5400","5212:2056","5212:2056",1,2006,25.3,39,-3.12,-6.89
"5401","5212:2056","5212:2056",1,2005,39,4,-3.12,-6.89
"5402","5212:2056","5212:2056",0,2004,4,2,-3.12,-6.89
"5404","5212:2057","5212:2057",1,2007,31.9,10,-2.71,-6.71
"5405","5212:2057","5212:2057",0,2006,10,5,-2.71,-6.71
"5406","5212:2057","5212:2057",0,2005,5,3,-2.71,-6.71
"5407","5212:2057","5212:2057",0,2004,3,2,-2.71,-6.71
"5409","5212:2058","5212:2058",1,2007,47.9,32.6,-2.49,-6.86
"5410","5212:2058","5212:2058",1,2006,32.6,32,-2.49,-6.86
"5411","5212:2058","5212:2058",1,2005,32,8,-2.49,-6.86
"5412","5212:2058","5212:2058",0,2004,8,3,-2.49,-6.86
"5414","5212:2059","5212:2059",1,2007,24.6,19,-4.42,-7.76
"5415","5212:2059","5212:2059",1,2006,19,19,-4.42,-7.76
"5416","5212:2059","5212:2059",0,2005,19,6,-4.42,-7.76
"5417","5212:2059","5212:2059",0,2004,6,3,-4.42,-7.76
"5419","5212:2060","5212:2060",1,2007,38.9,20.8,-6.46,-6.29
"5420","5212:2060","5212:2060",0,2006,20.8,31.6,-6.46,-6.29
"5421","5212:2060","5212:2060",1,2005,31.6,7,-6.46,-6.29
"5422","5212:2060","5212:2060",0,2004,7,1,-6.46,-6.29
"5425","5212:2061","5212:2061",0,2004,21,8,-7.3,-6.59
"5428","5212:2062","5212:2062",0,2006,11.4,30.2,-7.39,-7.44
"5429","5212:2062","5212:2062",1,2005,30.2,12,-7.39,-7.44
"5430","5212:2062","5212:2062",0,2004,12,3,-7.39,-7.44
"5433","5212:2063","5212:2063",1,2005,35.9,22,-6.86,-6.7
"5434","5212:2063","5212:2063",0,2004,22,2,-6.86,-6.7
"5438","5212:2065","5212:2065",0,2007,15,26.8,-6.49,-5.53
"5441","5212:2065","5212:2065",0,2004,7,1,-6.49,-5.53
"5443","5212:2066.1470","5212:2066",0,2007,14,37,-5.88,-5.41
"5444","5212:2066.1470","5212:2066",1,2006,37,31.6,-5.88,-5.41
"5445","5212:2066.1470","5212:2066",1,2005,31.6,5,-5.88,-5.41
"5446","5212:2066.1470","5212:2066",0,2004,5,1,-5.88,-5.41
"5453","5212:2067","5212:2067",1,2006,24.5,35,-4.68,-6.9
"5454","5212:2067","5212:2067",1,2005,35,15,-4.68,-6.9
"5455","5212:2067","5212:2067",0,2004,15,2,-4.68,-6.9
"5457","5212:2068","5212:2068",1,2007,35.6,36.8,-5.2,-5.83
"5458","5212:2068","5212:2068",1,2006,36.8,35.4,-5.2,-5.83
"5459","5212:2068","5212:2068",1,2005,35.4,16,-5.2,-5.83
"5460","5212:2068","5212:2068",0,2004,16,1,-5.2,-5.83
"5462","5212:2069","5212:2069",1,2007,32.5,36.1,-5.28,-5.64
"5463","5212:2069","5212:2069",1,2006,36.1,30.3,-5.28,-5.64
"5464","5212:2069","5212:2069",1,2005,30.3,4,-5.28,-5.64
"5465","5212:2069","5212:2069",0,2004,4,1,-5.28,-5.64
"5467","5216:2070","5216:2070",1,2007,41.5,26.1,-11.56,-27.46
"5468","5216:2070","5216:2070",1,2006,26.1,44,-11.56,-27.46
"5476","5216:2072","5216:2072",1,2007,36.1,39.9,-11,-27.25
"5477","5216:2072","5216:2072",1,2006,39.9,26.1,-11,-27.25
"5482","5236:2073","5236:2073",1,2006,39.6,39.3,29.27,-11.05
"5483","5236:2073","5236:2073",1,2005,39.3,13,29.27,-11.05
"5484","5236:2073","5236:2073",0,2004,13,2,29.27,-11.05
"5486","5183:2074","5183:2074",1,2004,42,36,76.15,-117.39
"5488","5189:2075","5189:2075",1,2007,36.8,26.6,80.5,-96.22
"5489","5189:2075","5189:2075",1,2006,26.6,41.3,80.5,-96.22
